Cod_Cliente,COM,ED,SX,NIV_EDUC,RENTA,E_CIVIL,VIG,TRX_T,TRX_T-1,TRX_T-2,SALDO_T,SALDO_T-1,SALDO_T-2,SALDO_T-3,SALDO_T-4,SALDO_T-5,CERRO
1234,93,46.8,M       ,UNV     ,713,CAS     ,34,119,93,81,121308.3,418647.15,505414.71,651121.91,554204.76,1194533.04,0
1235,1,76.0,M       ,MED     ,558,VIU     ,16,16,4,5,91453.81,77950.5,66703.0,55883.95,446597.14,0.0,1
1236,1,30.8,F       ,UNV     ,627,SOL     ,54,11,3,7,-13108.57,-10901.45,65778.35,24724.57,-53150.0,0.0,1
1237,1,,F       ,MED     ,450,CAS     ,27,58,87,98,761655.33,352539.4,669067.3,1324434.76,8064240.48,3650422.86,1
1238,261,38.9,M       ,UNV     ,600,CAS     ,40,45,38,47,2036436.3,1641548.25,1260107.14,16618760.95,26212813.33,29443841.74,0
1239,13,39.8,M       ,UNV     ,840,CAS     ,32,24,23,48,424844.67,168354.4,264872.7,127431.33,170438.1,0.0,1
1240,86,45.4,M       ,UNV     ,2000,CAS     ,31,3,21,96,1075388.14,549882.75,769867.9,1323831.62,12257295.24,0.0,1
1241,86,31.9,M       ,UNV     ,1625,CAS     ,31,56,34,19,6303650.62,5950679.15,5605164.6,1585669.67,41131148.57,0.0,1
1242,88,34.6,M       ,UNV     ,2300,CAS     ,7,25,11,23,376651.35,1010658.71,686543.86,722228.38,837692.95,272597.57,0
1243,326,54.1,M       ,UNV     ,3949,CAS     ,80,8,1,4,103560.71,75736.8,47762.0,24962.86,0.0,0.0,1
1244,88,48.9,M       ,UNV     ,3785,CAS     ,60,103,60,59,913145.81,758675.6,345568.0,738868.38,3200987.14,0.0,1
1245,88,51.9,M       ,UNV     ,1000,CAS     ,51,10,5,4,21971.05,21688.0,21504.0,2047.05,0.0,0.0,1
1246,88,31.6,M       ,UNV     ,1200,SOL     ,33,25,15,31,32610.76,2100.0,20860.86,6954.76,-36221.43,0.0,1
1247,88,51.9,F       ,UNV     ,2115,SOL     ,28,69,57,78,186783.38,324127.9,284047.86,1354588.48,34972662.86,0.0,1
1248,88,62.2,M       ,UNV     ,2368,CAS     ,28,25,19,36,497070.1,323247.9,561729.8,1665345.05,3295702.38,917760.48,1
